,uri,tituloOriginal,tituloExtraido,codigo
291,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/328,Condensing Sentences for Subtitle Generation,Condensing Sentences for Subtitle Generation,e1ff048f0b984f174f7618c8746cfeb096e8d22d
292,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/77,A Multilingual Database of Polarity Items,A Multilingual Database of Polarity Items,07672fa1989acfda64db0dbdc93b69582e2d5c59
293,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/236,Improving Contextual Quality Models for MT Evaluation Based on Evaluators  Feedback,Improving Contextual Quality Models for MT Evaluation Based on Evaluators' Feedback,3e22b18d66c3cd4edd8dbc4de30eab9615c6cefe
294,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/159,"Glossa: a Multilingual, Multimodal, Configurable User Interface","Glossa: a Multilingual, Multimodal, Configurable User Interface",a2d465c696af563f104d75aff94fa8fe766ee67a
295,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/346,Integration of a Multilingual Keyword Extractor in a Document Management System,Integration of a Multilingual Keyword Extractor in a Document Management System,997f6c70569dea264ec8968d688665ba3630f3a1
296,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/235,A Semantic Memory for Incremental Ontology Population,A Semantic Memory for Incremental Ontology Population,aff2588cffc404d08403b615b67f9b0f6ae6f836
297,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/293,MISTRAL: a Statistical Machine Translation Decoder for Speech Recognition Lattices,MISTRAL: a Statistical Machine Translation Decoder for Speech Recognition Lattices,d5e65f4d1716beac2395797b9b56dd83edc6fcb2
298,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/469,The Japanese FrameNet Software Tools,The Japanese FrameNet Software Tools,947bde3bc9d5696b755ea9a96f914f24f16a1b19
299,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/821,"Lexicon, Grammar, and Multilinguality in the Japanese FrameNet","Lexicon, Grammar, and Multilinguality in the Japanese FrameNet",15c20d03b1a5f7db8ec6cf6fa869560b1da0a616
300,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/42,"COLDIC, a Lexicographic Platform for LMF compliant lexica","COLDIC, a Lexicographic Platform for LMF compliant lexica",79596706ae168b9ded06940d6e8cf76c5ad7b049
301,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/234,Annotating Superlatives,Annotating Superlatives,7ea73351cc4ff54327af81abb19705bc7291d8c1
302,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/894,Estimating the Resource Adaption Cost from a Resource Rich Language to a Similar Resource Poor Language,Estimating the Resource Adaption Cost from a Resource Rich Language to a Similar Resource Poor Language,589ee0424d92f60d2bf2e6c4d4e63b5fb7524ae0
303,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/217,Evaluation of several Maximum Likelihood Linear Regression Variants for Language Adaptation.,Evaluation of several Maximum Likelihood Linear Regression Variants for Language Adaptation,a488b67c17fb14ae5a7f6ef0b5187986bc081887
304,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/217,Evaluation of several Maximum Likelihood Linear Regression Variants for Language Adaptation.,Evaluation of several Maximum Likelihood Linear Regression Variants for Language Adaptation,3669ebf4d676f4b4f6bcec17b2d12790c9d13899
305,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/651,Enhancing an English-Polish Electronic Dictionary for Multiword Expression Research,Enhancing an English-Polish Electronic Dictionary for Multiword Expression Research,50f60d7d40307b976d3fc410069bd816738c7c54
306,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/700,A Bootstrapping Method for Building Subjectivity Lexicons for Languages with Scarce Resources,A Bootstrapping Method for Building Subjectivity Lexicons for Languages with Scarce Resources,89e7b978bfa643380360ece500969a34f686b71e
307,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/313,Babylon Parallel Text Builder: Gathering Parallel Texts for Low-Density Languages,Babylon Parallel Text Builder: Gathering Parallel Texts for Low-Density Languages,c3e20f4d100850e5fedc5f755842d13c75bc8ee5
308,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/132,The IFADV Corpus: a Free Dialog Video Corpus,The IFADV Corpus: a Free Dialog Video Corpus,767e10112eb66378ad4879e1e5a34b28adaafaa9
309,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/228,An Automatic Close Copy Speech Synthesis Tool for Large-Scale Speech Corpus Evaluation,An Automatic Close Copy Speech Synthesis Tool for Large-Scale Speech Corpus Evaluation,f2ac0fa01762485ddefc516438e85cfa680fc6f0
310,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/60,From Extracting to Abstracting: Generating Quasi-abstractive Summaries,From Extracting to Abstracting: Generating Quasi-abstractive Summaries,9c3b03282ada4b52875bd7dca29262b2a668a6ce
311,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/227,I saw TREE trees in the park: How to Correct Real-Word Spelling Mistakes,I saw TREE trees in the park: How to Correct Real-Word Spelling Mistakes,631e604b8c29e4a134575df4bd7e2b1a06f2e8ad
312,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/61,Event Detection and Summarization in Weblogs with Temporal Collocations,Event Detection and Summarization in Weblogs with Temporal Collocations,4a32345afc11b75e89158c1a1704218804ba8403
313,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/407,Automatic Extraction of Textual Elements from News Web Pages,Automatic Extraction of Textual Elements from News Web Pages,d61dd2e5b7a8b8063a76cf9a5779ff837d4afc7e
314,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/483,Towards Heterogeneous Automatic MT Error Analysis,Towards Heterogeneous Automatic MT Error Analysis,68c1560eeecf82d8f61df3f9eb3c7e8755df2da9
315,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/750,Comparing Set-Covering Strategies for Optimal Corpus Design,Comparing Set-Covering Strategies for Optimal Corpus Design,1b00e5aadc87df0669bd32ce3c26d5a845313bf8
316,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/359,The LECTRA Corpus - Classroom Lecture Transcriptions in European Portuguese,The LECTRA Corpus - Classroom Lecture Transcriptions in European Portuguese,290ed56e601717db9ef2798faef670b8407d6de9
317,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/62,Spectral Clustering for a Large Data Set by Reducing the Similarity Matrix Size,Spectral Clustering for a Large Data Set by Reducing the Similarity Matrix Size,357ade289230f68b42f60328316a2b4a0b29e10e
318,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/321,Geo-WordNet: Automatic Georeferencing of WordNet,Geo-WordNet: Automatic Georeferencing of WordNet,f7c816149597db5a606d17cdb50984a183cef4be
319,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/748,The ATIS Sign Language Corpus,The ATIS Sign Language Corpus,ad9d6223a69cf900b56cbcf3e67e0f126abfd352
320,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/759,Personae: a Corpus for Author and Personality Prediction from Text,Personae: a Corpus for Author and Personality Prediction from Text,69e034cb878e151f5797db204086388b4df450e3
321,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/564,A Large-Scale Web Data Collection as a Natural Language Processing Infrastructure,A Large-Scale Web Data Collection as a Natural Language Processing Infrastructure,b9db6437fe28f3e8429fa62ce6b99644b1e49d82
322,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/337,A Common Parts-of-Speech Tagset Framework for Indian Languages,A Common Parts-of-Speech Tagset Framework for Indian Languages,2a3e1629ec337cee6520dbdff4284bdde2cb7945
323,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/25,The Annotation Guidelines of the Latin Dependency Treebank and Index Thomisticus Treebank: the Treatment of some specific Syntactic Constructions in Latin,The Annotation Guidelines of the Latin Dependency Treebank and Index Thomisticus Treebank: the Treatment of some specific Syntactic Constructions in Latin,4b1b6e9c82674db93c14d0385143fb7bde530ce9
324,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/568,Semantic Annotations for Biology: a Corpus Development Initiative at the Jena University Language & Information Engineering (JULIE) Lab,Semantic Annotations for Biology: a Corpus Development Initiative at the Jena University Language & Information Engineering (JULIE) Lab,b54ce6a5d2b2a72b4fee9390d5ccead0ac4300ec
325,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/698,Semantic Press,Semantic Press,057e86613c364a4c696d7f50dec134654dd6ae54
326,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/600,Vox Populi Annotation: Measuring Intensity of Ideological Perspectives by Aggregating Group Judgments,Vox Populi Annotation: Measuring Intensity of Ideological Perspectives by Aggregating Group Judgments,2b453edf6190cec41a35179ea2c39251653abedb
327,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/158,Saxon: an Extensible Multimedia Annotator,Saxon: an Extensible Multimedia Annotator,5eaa718fa8f8ecaaaf7f2bf330d415f9da80305e
328,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/627,Using Lexical Acquisition to Enrich a Predicate Argument Reusable Database,Using Lexical Acquisition to Enrich a Predicate Argument Reusable Database,c992af3e729a6b702884d9db382273b95eb27de2
329,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/640,LX-Service: Web Services of Language Technology for Portuguese,LX-Service: Web Services of Language Technology for Portuguese,bfb758b30287643699a3c6e08f2e7b975364a7cd
330,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/156,Language Resources and Tools for Swedish: A Survey,Language Resources and Tools for Swedish: A Survey,2da24ef1c2d3acb06db488d0158fc35530b29a36
331,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/213,Definition Extraction Using a Sequential Combination of Baseline Grammars and Machine Learning Classifiers,Definition Extraction Using a Sequential Combination of Baseline Grammars and Machine Learning Classifiers,808075f7152acd27d127d250fda4552d9c10289f
332,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/482,Robust Parsing with a Large HPSG Grammar,Robust Parsing with a Large HPSG Grammar,3d4676ec83014a18bbf89d80fb8a77380dd6400d
333,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/794,Evaluating and Extending the Coverage of HPSG Grammars: A Case Study for German,Evaluating and Extending the Coverage of HPSG Grammars: A Case Study for German,084b63be63d403ac6e1d40d85741c8dc0d9e3b4f
334,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/608,LMM: an OWL-DL MetaModel to Represent Heterogeneous Lexical Knowledge,LMM: an OWL-DL MetaModel to Represent Heterogeneous Lexical Knowledge,1f8bf7b666e014ffea1c469d9df300b1a2349ab7
335,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/599,Supersense Tagger for Italian,Supersense Tagger for Italian,7a30c38f052fe00ee6ffbeafa78b6418aeb6b501
336,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/843,Identification of Naturally Occurring Numerical Expressions in Arabic,Identification of Naturally Occurring Numerical Expressions in Arabic,1b29537e14be99294455dd5be0c8853960c5b612
337,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/710,Evaluation of Virtual Keyboards for West-African Languages,Evaluation of Virtual Keyboards for West-African Languages,57a97249181380fd1f4bdcf447a3d0b2c5bc7984
338,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/455,Combined Systems for Automatic Phonetic Transcription of Proper Nouns,Combined Systems for Automatic Phonetic Transcription of Proper Nouns,49c9ceadbd3ee5d79d67a9f54b235f630ffb1394
339,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/619,Lexical Resources for Semantics Extraction,Lexical Resources for Semantics Extraction,1c43b751f203b13f4187ccfd2d0b4e793fd36670
340,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/518,From Human Communication to Intelligent User Interfaces: Corpora of Spoken Estonian,From Human Communication to Intelligent User Interfaces: Corpora of Spoken Estonian,b7d617e182d6968dda51fba6f09bbe82a699ead2
341,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/510,Talking and Looking: the SmartWeb Multimodal Interaction Corpus,Talking and Looking: the SmartWeb Multimodal Interaction Corpus,96f7cadf72f9a8fcec875d5d178bab36a9f721d8
342,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/419,ALC: Alcohol Language Corpus,ALC: Alcohol Language Corpus,dfd6a630967d1d702f46522148732777691da7fd
343,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/136,Uncertainty Corpus: Resource to Study User Affect in Complex Spoken Dialogue Systems,Uncertainty Corpus: Resource to Study User Affect in Complex Spoken Dialogue Systems,fb40a998fddc7e6caef1d609a4f83998acfb67a3
344,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/534,Ontology Learning and Semantic Annotation: a Necessary Symbiosis,Ontology Learning and Semantic Annotation: a Necessary Symbiosis,34e4b90ec159ee8151a4572a99fadc942062feee
345,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/471,Mapping Events and Abstract Entities from PAROLE-SIMPLE-CLIPS to ItalWordNet,Mapping Events and Abstract Entities from PAROLE-SIMPLE-CLIPS to ItalWordNet,d9700bbad122c41f70796b0c397241b0c5e67c47
346,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/713,Anaphora Resolution Exercise: an Overview,Anaphora Resolution Exercise: an Overview,7d85797ea2abae510d496a076d6b61401fe3afa0
347,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/415,Opinion Annotation in On-line Chinese Product Reviews,Opinion Annotation in On-line Chinese Product Reviews,948a43d23fd48e74e05ae8e0c6916c4f3615d349
348,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/528,Comparing Italian parsers on a common Treebank: the EVALITA experience,Comparing Italian parsers on a common Treebank: the EVALITA experience,0faa698be3449973130d28552e47637ab496a76e
349,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/712,Annotation of WordNet Verbs with TimeML Event Classes,Annotation of WordNet Verbs with TimeML Event Classes,838b0888244e21e8f45a6fe56a3a0977ec084e3a
350,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/844,"MTriage: Web-enabled Software for the Creation, Machine Translation, and Annotation of Smart Documents","MTriage: Web-enabled Software for the Creation, Machine Translation, and Annotation of Smart Documents",e5ea0b13db5e17dc6bc85da3c4cc6ed2d0affd2a
351,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/707,On the Durational Reduction of Repeated Mentions: Recency and Speaker Effects,On the Durational Reduction of Repeated Mentions: Recency and Speaker Effects,7a90ffdb177a48b42b7ccf77c7bde529f73fd5af
352,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/728,Dependency-Based Relation Mining for Biomedical Literature,Dependency-Based Relation Mining for Biomedical Literature,d35d4ae09e89987094f946702e0a6a59d36d3608
353,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/706,Diacritic Annotation in the Arabic Treebank and its Impact on Parser Evaluation,Diacritic Annotation in the Arabic Treebank and its Impact on Parser Evaluation,f96fbe580d558f1ed17b03687e8774c90aec75dd
354,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/699,An eRulemaking Corpus: Identifying Substantive Issues in Public Comments,An eRulemaking Corpus: Identifying Substantive Issues in Public Comments,6b868b1a7d8a2b331ffa216dc7453fd26ba01aeb
355,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/277,Manual vs Assisted Transcription of Prepared and Spontaneous Speech,Manual vs Assisted Transcription of Prepared and Spontaneous Speech,e557e49acf41ef8eb18bb4afff6c73640dd2d2e8
356,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/422,Adapting International Standard for Asian Language Technologies,Adapting International Standard for Asian Language Technologies,f4d74c7b20a5a896630943f746e082f0a3473a38
357,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/409,Elicited Imitation as an Oral Proficiency Measure with ASR Scoring,Elicited Imitation as an Oral Proficiency Measure with ASR Scoring,97c2cbec23473bc175661bf85b64d7dd0c079832
358,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/832,Assessing the Costs of Machine-Assisted Corpus Annotation through a User Study,Assessing the Costs of Machine-Assisted Corpus Annotation through a User Study,287505b637d2ee5e295a4779088a6175d3388e77
359,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/736,Sentiment Analysis Based on Probabilistic Models Using Inter-Sentence Information,Sentiment Analysis Based on Probabilistic Models Using Inter-Sentence Information,2ea76451c6cbaeaae25e8927c5a4a11f9e2a7b65
360,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/896,Evaluation of Context-Dependent Phrasal Translation Lexicons for Statistical Machine Translation,Evaluation of Context-Dependent Phrasal Translation Lexicons for Statistical Machine Translation,e65db8a1e3cdea15819afe341ae5f942769dc583
361,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/133,A Multi-Lingual Dictionary of Dirty Words,A Multi-Lingual Dictionary of Dirty Words,77588aae64cb459430978d1e5a9aab24d038d81e
362,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/79,What is poorly Said is a Little Funny,What is poorly Said is a Little Funny,c60bbc16e2559c45536f756ae710df40d3eb285a
363,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/304,CzEng 0.7: Parallel Corpus with Community-Supplied Translations,CzEng 0.7: Parallel Corpus with Community-Supplied Translations,e440479e5a27162ef3075f85c04b4c5de8533234
364,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/586,Using Random Indexing to improve Singular Value Decomposition for Latent Semantic Analysis,Using Random Indexing to improve Singular Value Decomposition for Latent Semantic Analysis,c5cae020b80cba9b2c3d55ea222eea88674e1a6d
365,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/405,A Contextual Dynamic Network Model for WSD Using Associative Concept Dictionary,A Contextual Dynamic Network Model for WSD Using Associative Concept Dictionary,0de1df83df451f217b5b8ba3c4348bcfc304d06c
366,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/188,Named Entity WordNet,Named Entity WordNet,d2db6a10a93cbe710fa62c14abb07afb19f7796b
367,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/344,A Multi-sensor Speech Database with Applications towards Robust Speech Processing in hostile Environments,A Multi-sensor Speech Database with Applications towards Robust Speech Processing in hostile Environments,9d3b464279bbd4654ec9cf428cdaf4090b817612
368,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/709,Finding the Sources and Targets of Subjective Expressions,Finding the Sources and Targets of Subjective Expressions,3f87718c0e50ea09c75b943f949f900b81b704c9
369,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/481,Detecting Co-Derivative Documents in Large Text Collections,Detecting Co-Derivative Documents in Large Text Collections,a8cb511186c739897c55ecec27847112756af907
370,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/425,Unsupervised Relation Extraction From Web Documents,Unsupervised Relation Extraction From Web Documents,04f212baaa8611eeb750e6cdc0dae71c0f5a5e86
371,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/628,The QALL-ME Benchmark: a Multilingual Resource of Annotated Spoken Requests for Question Answering,The QALL-ME Benchmark: a Multilingual Resource of Annotated Spoken Requests for Question Answering,58693f1ad1e3946bdc4e87f4cb13dec215ad7b8e
372,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/816,"Building a Multilingual Lexical Resource for Named Entity Disambiguation, Translation and Transliteration","Building a Multilingual Lexical Resource for Named Entity Disambiguation, Translation and Transliteration",bc9a0045398fa6c8486b6c208011ab9f65220427
373,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/472,In-car Speech Data Collection along with Various Multimodal Signals,In-car Speech Data Collection along with Various Multimodal Signals,0350adf2b0b5a859b5379e1e065ce936d19c9317
374,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/751,Management of Large Annotation Projects Involving Multiple Human Judges: a Case Study of GALE Machine Translation Post-editing,Management of Large Annotation Projects Involving Multiple Human Judges: a Case Study of GALE Machine Translation Post-editing,8edb6a1b5e86a59a875ee97f4bf63f1727da9e40
375,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/915,Quick Rich Transcriptions of Arabic Broadcast News Speech Data,Quick Rich Transcriptions of Arabic Broadcast News Speech Data,4ae9fb784587e23507384d302a3e56cb5bdfd4a3
376,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/772,"New Resources for Document Classification, Analysis and Translation Technologies","New Resources for Document Classification, Analysis and Translation Technologies",22999d0ac02ecb2b6610438ade5c1c04b4ba76c4
377,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/775,Annotation Tool Development for Large-Scale Corpus Creation Projects at the Linguistic Data Consortium,Annotation Tool Development for Large-Scale Corpus Creation Projects at the Linguistic Data Consortium,b43f61142cf48d61978647a956662c904325dae1
378,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/779,Creating Sentence-Aligned Parallel Text Corpora from a Large Archive of Potential Parallel Text using BITS and Champollion,Creating Sentence-Aligned Parallel Text Corpora from a Large Archive of Potential Parallel Text using BITS and Champollion,74caa29fd2218508a20a82d1d52ee4fcb488885b
379,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/793,"Bridging the Gap between Linguists and Technology Developers: Large-Scale, Sociolinguistic Annotation for Dialect and Speaker Recognition","Bridging the Gap between Linguists and Technology Developers: Large-Scale, Sociolinguistic Annotation for Dialect and Speaker Recognition",4d5a41d04f8fca5f497d3bd7c374bf85bf6fbfc2
380,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/221,Conceptual Modeling of Ontology-based Linguistic Resources with a Focus on Semantic Relations,Conceptual Modeling of Ontology-based Linguistic Resources with a Focus on Semantic Relations,be8543f8cf3530e4e6bce048f0fbe01e846618af
381,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/487,Error Analysis for Learning-based Coreference Resolution,Error Analysis for Learning-based Coreference Resolution,307a39f326195a01edf4b91f0bc9b7f2595f10c2
382,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/142,LexSchem: a Large Subcategorization Lexicon for French Verbs,LexSchem: a Large Subcategorization Lexicon for French Verbs,147eb9a3db1d50d941121f9ed41bb8f87205065a
383,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/144,Do we Still Need Gold Standards for Evaluation?,Do we Still Need Gold Standards for Evaluation?,bc5e7ff0da1d93ffa855a18a799c1ddc59b07ecf
384,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/56,Unsupervised Lexical Acquisition for Part of Speech Tagging,Unsupervised Lexical Acquisition for Part of Speech Tagging,d0c2e5b46c6da204c80dd0a6a5aa5c63604be29f
385,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/166,ParsCit: an Open-source CRF Reference String Parsing Package,ParsCit: an Open-source CRF Reference String Parsing Package,beb6475b664ae1d63157738329388f32b5e5169f
386,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/220,Using the Web as a Linguistic Resource to Automatically Correct Lexico-Syntactic Errors,Using the Web as a Linguistic Resource to Automatically Correct Lexico-Syntactic Errors,90e1ede77d672bf7b582931d379b5ae7334c0a8d
387,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/353,Dictionary of Multiword Expressions for Translation into highly Inflected Languages,Dictionary of Multiword Expressions for Translation into highly Inflected Languages,1ae34f6efd29bbc84cb1310154e2b8fd9641d2e1
388,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/486,RUNDKAST: an Annotated Norwegian Broadcast News Speech Corpus,RUNDKAST: an Annotated Norwegian Broadcast News Speech Corpus,e33eaf69ad75c8458c50a7da520bc6ab2a273aaa
389,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/433,Extraction of Attribute Concepts from Japanese Adjectives,Extraction of Attribute Concepts from Japanese Adjectives,bc354bbf74a70b90caa57f2e8b7567a250a1d073
390,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/411,Boot-Strapping a WordNet Using Multiple Existing WordNets,Boot-Strapping a WordNet Using Multiple Existing WordNets,69af7c400823c36b2f24fbb4ba4310c2cd6a2bd2
391,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/598,Simple-Clips ongoing research: more information with less data by implementing inheritance,Simple-Clips ongoing research: more information with less data by implementing inheritance,9dca9d89a1fbd4a194d64cb1f875f7598fba7c70
392,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/903,More Semantic Links in the SIMPLE-CLIPS Database,More Semantic Links in the SIMPLE-CLIPS Database,418684c4e2b7e7ea0b6fe46d0fb91397926e19ed
393,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/630,Evaluation of Natural Language Tools for Italian: EVALITA 2007,Evaluation of Natural Language Tools for Italian: EVALITA 2007,613fff48e4d1fea1761f6d4c16f7404348369f0e
394,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/391,The Automatic Mapping of Princeton WordNet Lexical-Conceptual Relations onto the Brazilian Portuguese WordNet Database,The Automatic Mapping of Princeton WordNet Lexical-Conceptual Relations onto the Brazilian Portuguese WordNet Database,01a26f860103b97ec070dbd0ab63d0abb594bbd6
395,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/57,Design and Data Collection for Spoken Polish Dialogs Database,Design and Data Collection for Spoken Polish Dialogs Database,10f9c942896232a76f5e49581e4ac42bf926bf65
396,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/616,An Economic View on Human Language Technology Evaluation,An Economic View on Human Language Technology Evaluation,4604af47823adfbcb8d557e9d34fc8cd22f3b4cf
397,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/352,Making Text Resources Accessible to the Reader: the Case of Patent Claims,Making Text Resources Accessible to the Reader: the Case of Patent Claims,1975b220eb1a46bf67f3d7180b50018604ed81b2
398,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/743,"Characterization of Scientific and Popular Science Discourse in French, Japanese and Russian","Characterization of Scientific and Popular Science Discourse in French, Japanese and Russian",c4fe888caa7aae807c988aa46dc8588080fd95ae
399,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/378,A Multi-Word Term Extraction Program for Arabic Language,A Multi-Word Term Extraction Program for Arabic Language,a711b287286e416fb20ffcce43e415bc387a0003
400,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/351,Using the Multilingual Central Repository for Graph-Based Word Sense Disambiguation,Using the Multilingual Central Repository for Graph-Based Word Sense Disambiguation,bf17b095ea9ee03fe3490aa21ff6250d32c2277b
401,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/864,A Taxonomy of Lexical Metadata Categories,A Taxonomy of Lexical Metadata Categories,71dc4e2b1a57c405ae59c93cf6058cd0d3495fd9
402,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/566,Annotating Expressions of Opinion and Emotion in the Italian Content Annotation Bank,Annotating Expressions of Opinion and Emotion in the Italian Content Annotation Bank,ff21b8e1a181d1d80091e61a95b67d3a30ac60c2
403,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/99,Performance Evaluation of Speech Translation Systems,Performance Evaluation of Speech Translation Systems,369856f2ac8dddf753b479456ce82e5303bd9f2e
404,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/358,LC-STAR II: Starring more Lexica,LC-STAR II: Starring more Lexica,5ffa90f5ffb514ff2fbdd56911d9fc5f2268ec1d
405,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/51,Enriching GermaNet with verb-noun relations - a case study of lexical acquisition,Enriching GermaNet with verb-noun relations - a case study of lexical acquisition,1c0917fbc9af90551500d1124b068018111ac4f8
406,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/665,A Three-stage Disfluency Classifier for Multi Party Dialogues,A Three-stage Disfluency Classifier for Multi Party Dialogues,6c96f77b68e0f10270a8a0748439e406ef42c221
407,https://w3id.org/scholarlydata/inproceedings/lrec2008/papers/660,Parameters for Topic Boundary Detection in Multi-Party Dialogues,Parameters for Topic Boundary Detection in Multi-Party Dialogues,8d87b5f66423baf03694811c50459f6d9f43b2e1
